tool_name,param_name,schema_type,data_type,description,is_required,element_name,element_type,element_description
osm-mcp-server_explore_area,latitude,Input,Number,,1,,,
osm-mcp-server_explore_area,radius,Input,Number,,0,,,
osm-mcp-server_find_schools_nearby,longitude,Input,Number,,1,,,
osm-mcp-server_find_schools_nearby,education_levels,Input,Array,,0,,,
osm-mcp-server_find_schools_nearby,result,Output,Object,,1,,,
osm-mcp-server_find_schools_nearby,latitude,Input,Number,,1,,,
osm-mcp-server_find_schools_nearby,radius,Input,Number,,0,,,
osm-mcp-server_analyze_commute,depart_at,Input,String,,0,,,
osm-mcp-server_analyze_commute,work_longitude,Input,Number,,1,,,
osm-mcp-server_analyze_commute,home_latitude,Input,Number,,1,,,
osm-mcp-server_analyze_commute,result,Output,Object,,1,,,
osm-mcp-server_analyze_commute,modes,Input,Array,,0,,,
osm-mcp-server_analyze_commute,work_latitude,Input,Number,,1,,,
osm-mcp-server_analyze_commute,home_longitude,Input,Number,,1,,,
osm-mcp-server_find_ev_charging_stations,longitude,Input,Number,,1,,,
osm-mcp-server_find_ev_charging_stations,result,Output,Object,,1,,,
osm-mcp-server_find_ev_charging_stations,min_power,Input,Number,,0,,,
osm-mcp-server_find_ev_charging_stations,connector_types,Input,Array,,0,,,
osm-mcp-server_find_ev_charging_stations,latitude,Input,Number,,1,,,
osm-mcp-server_find_ev_charging_stations,radius,Input,Number,,0,,,
osm-mcp-server_analyze_neighborhood,result,Output,Object,,1,,,
osm-mcp-server_analyze_neighborhood,longitude,Input,Number,,1,,,
osm-mcp-server_analyze_neighborhood,latitude,Input,Number,,1,,,
osm-mcp-server_analyze_neighborhood,radius,Input,Number,,0,,,
osm-mcp-server_find_parking_facilities,longitude,Input,Number,,1,,,
osm-mcp-server_find_parking_facilities,result,Output,Object,,1,,,
osm-mcp-server_find_parking_facilities,parking_type,Input,String,,0,,,
osm-mcp-server_find_parking_facilities,latitude,Input,Number,,1,,,
osm-mcp-server_find_parking_facilities,radius,Input,Number,,0,,,
oxylabs_universal_scraper,result,Output,String,,1,,,
oxylabs_universal_scraper,user_agent_type,Input,String,Device type and browser that will be used to determine User-Agent header value.,0,,,
oxylabs_universal_scraper,url,Input,String,Website url to scrape.,1,,,
oxylabs_universal_scraper,geo_location,Input,String,"
        The geographical location that the result should be adapted for.
        Use ISO-3166 country codes.
        Examples:
            - 'California, United States'
            - 'Mexico'
            - 'US' for United States
            - 'DE' for Germany
            - 'FR' for France
        ",0,,,
oxylabs_universal_scraper,render,Input,String,"
        Whether a headless browser should be used to render the page.
        For example:
            - 'html' when browser is required to render the page.
        ",0,,,
oxylabs_universal_scraper,output_format,Input,String,"
        The format of the output. Works only when parse parameter is false.
            - links - Most efficient when the goal is navigation or finding specific URLs. Use this first when you need to locate a specific page within a website.
            - md - Best for extracting and reading visible content once you've found the right page. Use this to get structured content that's easy to read and process.
            - html - Should be used sparingly only when you need the raw HTML structure, JavaScript code, or styling information.
        ",0,,,
oxylabs_google_search_scraper,limit,Input,Integer,Number of results to retrieve in each page.,0,,,
oxylabs_google_search_scraper,domain,Input,String,"
        Domain localization for Google.
        Use country top level domains.
        For example:
            - 'co.uk' for United Kingdom
            - 'us' for United States
            - 'fr' for France
        ",0,,,
oxylabs_google_search_scraper,query,Input,String,URL-encoded keyword to search for.,1,,,
oxylabs_google_search_scraper,pages,Input,Integer,Number of pages to retrieve.,0,,,
oxylabs_google_search_scraper,start_page,Input,Integer,Starting page number.,0,,,
oxylabs_google_search_scraper,output_format,Input,String,"
        The format of the output. Works only when parse parameter is false.
            - links - Most efficient when the goal is navigation or finding specific URLs. Use this first when you need to locate a specific page within a website.
            - md - Best for extracting and reading visible content once you've found the right page. Use this to get structured content that's easy to read and process.
            - html - Should be used sparingly only when you need the raw HTML structure, JavaScript code, or styling information.
        ",0,,,
oxylabs_google_search_scraper,user_agent_type,Input,String,Device type and browser that will be used to determine User-Agent header value.,0,,,
oxylabs_google_search_scraper,result,Output,String,,1,,,
oxylabs_google_search_scraper,geo_location,Input,String,"
        The geographical location that the result should be adapted for.
        Use ISO-3166 country codes.
        Examples:
            - 'California, United States'
            - 'Mexico'
            - 'US' for United States
            - 'DE' for Germany
            - 'FR' for France
        ",0,,,
oxylabs_google_search_scraper,ad_mode,Input,Boolean,If true will use the Google Ads source optimized for the paid ads.,0,,,
oxylabs_google_search_scraper,parse,Input,Boolean,"Should result be parsed. If the result is not parsed, the output_format parameter is applied.",0,,,
oxylabs_google_search_scraper,render,Input,String,"
        Whether a headless browser should be used to render the page.
        For example:
            - 'html' when browser is required to render the page.
        ",0,,,
oxylabs_google_search_scraper,locale,Input,String,"
        Set 'Accept-Language' header value which changes your Google search page web interface language.
        Examples:
            - 'en-US' for English, United States
            - 'de-AT' for German, Austria
            - 'fr-FR' for French, France
        ",0,,,
oxylabs_amazon_search_scraper,result,Output,String,,1,,,
oxylabs_amazon_search_scraper,category_id,Input,String,Search for items in a particular browse node (product category).,0,,,
oxylabs_amazon_search_scraper,currency,Input,String,Currency that will be used to display the prices.,0,,,
oxylabs_amazon_search_scraper,domain,Input,String,"
        Domain localization for Google.
        Use country top level domains.
        For example:
            - 'co.uk' for United Kingdom
            - 'us' for United States
            - 'fr' for France
        ",0,,,
oxylabs_amazon_search_scraper,query,Input,String,Keyword to search for.,1,,,
oxylabs_amazon_search_scraper,pages,Input,Integer,Number of pages to retrieve.,0,,,
oxylabs_amazon_search_scraper,start_page,Input,Integer,Starting page number.,0,,,
oxylabs_amazon_search_scraper,output_format,Input,String,"
        The format of the output. Works only when parse parameter is false.
            - links - Most efficient when the goal is navigation or finding specific URLs. Use this first when you need to locate a specific page within a website.
            - md - Best for extracting and reading visible content once you've found the right page. Use this to get structured content that's easy to read and process.
            - html - Should be used sparingly only when you need the raw HTML structure, JavaScript code, or styling information.
        ",0,,,
oxylabs_amazon_search_scraper,user_agent_type,Input,String,Device type and browser that will be used to determine User-Agent header value.,0,,,
oxylabs_amazon_search_scraper,merchant_id,Input,String,Search for items sold by a particular seller.,0,,,
oxylabs_amazon_search_scraper,geo_location,Input,String,"
        The geographical location that the result should be adapted for.
        Use ISO-3166 country codes.
        Examples:
            - 'California, United States'
            - 'Mexico'
            - 'US' for United States
            - 'DE' for Germany
            - 'FR' for France
        ",0,,,
oxylabs_amazon_search_scraper,parse,Input,Boolean,"Should result be parsed. If the result is not parsed, the output_format parameter is applied.",0,,,
oxylabs_amazon_search_scraper,render,Input,String,"
        Whether a headless browser should be used to render the page.
        For example:
            - 'html' when browser is required to render the page.
        ",0,,,
oxylabs_amazon_search_scraper,locale,Input,String,"
        Set 'Accept-Language' header value which changes your Google search page web interface language.
        Examples:
            - 'en-US' for English, United States
            - 'de-AT' for German, Austria
            - 'fr-FR' for French, France
        ",0,,,
oxylabs_amazon_product_scraper,domain,Input,String,"
        Domain localization for Google.
        Use country top level domains.
        For example:
            - 'co.uk' for United Kingdom
            - 'us' for United States
            - 'fr' for France
        ",0,,,
oxylabs_amazon_product_scraper,autoselect_variant,Input,Boolean,"To get accurate pricing/buybox data, set this parameter to true.",0,,,
oxylabs_amazon_product_scraper,parse,Input,Boolean,"Should result be parsed. If the result is not parsed, the output_format parameter is applied.",0,,,
oxylabs_amazon_product_scraper,query,Input,String,Keyword to search for.,1,,,
oxylabs_amazon_product_scraper,output_format,Input,String,"
        The format of the output. Works only when parse parameter is false.
            - links - Most efficient when the goal is navigation or finding specific URLs. Use this first when you need to locate a specific page within a website.
            - md - Best for extracting and reading visible content once you've found the right page. Use this to get structured content that's easy to read and process.
            - html - Should be used sparingly only when you need the raw HTML structure, JavaScript code, or styling information.
        ",0,,,
oxylabs_amazon_product_scraper,user_agent_type,Input,String,Device type and browser that will be used to determine User-Agent header value.,0,,,
oxylabs_amazon_product_scraper,result,Output,String,,1,,,
oxylabs_amazon_product_scraper,geo_location,Input,String,"
        The geographical location that the result should be adapted for.
        Use ISO-3166 country codes.
        Examples:
            - 'California, United States'
            - 'Mexico'
            - 'US' for United States
            - 'DE' for Germany
            - 'FR' for France
        ",0,,,
oxylabs_amazon_product_scraper,currency,Input,String,Currency that will be used to display the prices.,0,,,
oxylabs_amazon_product_scraper,render,Input,String,"
        Whether a headless browser should be used to render the page.
        For example:
            - 'html' when browser is required to render the page.
        ",0,,,
oxylabs_amazon_product_scraper,locale,Input,String,"
        Set 'Accept-Language' header value which changes your Google search page web interface language.
        Examples:
            - 'en-US' for English, United States
            - 'de-AT' for German, Austria
            - 'fr-FR' for French, France
        ",0,,,
pubmed_search_pubmed_key_words,key_words,Input,String,,1,,,
pubmed_search_pubmed_key_words,num_results,Input,Integer,,0,,,
pubmed_search_pubmed_key_words,result,Output,Array,,1,,,
pubmed_search_pubmed_advanced,journal,Input,String,,0,,,
pubmed_search_pubmed_advanced,author,Input,String,,0,,,
pubmed_search_pubmed_advanced,title,Input,String,,0,,,
pubmed_search_pubmed_advanced,num_results,Input,Integer,,0,,,
pubmed_search_pubmed_advanced,result,Output,Array,,1,,,
pubmed_search_pubmed_advanced,start_date,Input,String,,0,,,
pubmed_search_pubmed_advanced,term,Input,String,,0,,,
pubmed_search_pubmed_advanced,end_date,Input,String,,0,,,
pubmed_get_pubmed_article_metadata,pmid,Input,String,,1,,,
pubmed_get_pubmed_article_metadata,result,Output,Object,,1,,,
pubmed_download_pubmed_pdf,pmid,Input,String,,1,,,
pubmed_download_pubmed_pdf,result,Output,String,,1,,,
slack_channels_list,channel_types,Input,String,"Comma-separated channel types. Allowed values: 'mpim', 'im', 'public_channel', 'private_channel'. Example: 'public_channel,private_channel,im'",1,,,
slack_channels_list,sort,Input,String,Type of sorting. Allowed values: 'popularity' - sort by number of members/participants in each channel.,0,,,
slack_channels_list,limit,Input,Number,The maximum number of items to return. Must be an integer between 1 and 1000 (maximum 999).,0,,,
slack_channels_list,cursor,Input,String,Cursor for pagination. Use the value of the last row and column in the response as next_cursor field returned from the previous request.,0,,,
slack_conversations_add_message,channel_id,Input,String,ID of the channel in format Cxxxxxxxxxx or its name starting with #... or @... aka #general or @username_dm.,1,,,
slack_conversations_add_message,content_type,Input,String,"Content type of the message. Default is 'text/markdown'. Allowed values: 'text/markdown', 'text/plain'.",0,,,
slack_conversations_add_message,thread_ts,Input,String,"Unique identifier of either a thread's parent message or a message in the thread_ts must be the timestamp in format 1234567890.123456 of an existing message with 0 or more replies. Optional, if not provided the message will be added to the channel itself, otherwise it will be added to the thread.",0,,,
slack_conversations_add_message,payload,Input,String,"Message payload in specified content_type format. Example: 'Hello, world!' for text/plain or '# Hello, world!' for text/markdown.",0,,,
slack_conversations_history,channel_id,Input,String,    - `channel_id` (string): ID of the channel in format Cxxxxxxxxxx or its name starting with #... or @... aka #general or @username_dm.,1,,,
slack_conversations_history,include_activity_messages,Input,Boolean,"If true, the response will include activity messages such as 'channel_join' or 'channel_leave'. Default is boolean false.",0,,,
slack_conversations_history,limit,Input,String,"Limit of messages to fetch in format of maximum ranges of time (e.g. 1d - 1 day, 1w - 1 week, 30d - 30 days, 90d - 90 days which is a default limit for free tier history) or number of messages (e.g. 50). Must be empty when 'cursor' is provided.",0,,,
slack_conversations_history,cursor,Input,String,Cursor for pagination. Use the value of the last row and column in the response as next_cursor field returned from the previous request.,0,,,
slack_conversations_replies,channel_id,Input,String,ID of the channel in format Cxxxxxxxxxx or its name starting with #... or @... aka #general or @username_dm.,1,,,
slack_conversations_replies,include_activity_messages,Input,Boolean,"If true, the response will include activity messages such as 'channel_join' or 'channel_leave'. Default is boolean false.",0,,,
slack_conversations_replies,thread_ts,Input,String,Unique identifier of either a thread's parent message or a message in the thread. ts must be the timestamp in format 1234567890.123456 of an existing message with 0 or more replies.,1,,,
slack_conversations_replies,cursor,Input,String,Cursor for pagination. Use the value of the last row and column in the response as next_cursor field returned from the previous request.,0,,,
slack_conversations_replies,limit,Input,String,"Limit of messages to fetch in format of maximum ranges of time (e.g. 1d - 1 day, 30d - 30 days, 90d - 90 days which is a default limit for free tier history) or number of messages (e.g. 50). Must be empty when 'cursor' is provided.",0,,,
slack_conversations_search_messages,filter_users_with,Input,String,"Filter messages with a specific user by their ID or display name in threads and DMs. Example: 'U1234567890' or '@username'. If not provided, all threads and DMs will be searched.",0,,,
slack_conversations_search_messages,filter_date_on,Input,String,"Filter messages sent on a specific date in format 'YYYY-MM-DD'. Example: '2023-10-01', 'July', 'Yesterday' or 'Today'. If not provided, all dates will be searched.",0,,,
slack_conversations_search_messages,filter_users_from,Input,String,"Filter messages from a specific user by their ID or display name. Example: 'U1234567890' or '@username'. If not provided, all users will be searched.",0,,,
slack_conversations_search_messages,cursor,Input,String,Cursor for pagination. Use the value of the last row and column in the response as next_cursor field returned from the previous request.,0,,,
slack_conversations_search_messages,limit,Input,Number,The maximum number of items to return. Must be an integer between 1 and 100.,0,,,
slack_conversations_search_messages,filter_in_im_or_mpim,Input,String,"Filter messages in a direct message (DM) or multi-person direct message (MPIM) conversation by its ID or name. Example: 'D1234567890' or '@username_dm'. If not provided, all DMs and MPIMs will be searched.",0,,,
slack_conversations_search_messages,search_query,Input,String,"Search query to filter messages. Example: 'marketing report' or full URL of Slack message e.g. 'https://slack.com/archives/C1234567890/p1234567890123456', then the tool will return a single message matching given URL, herewith all other parameters will be ignored.",0,,,
slack_conversations_search_messages,filter_date_before,Input,String,"Filter messages sent before a specific date in format 'YYYY-MM-DD'. Example: '2023-10-01', 'July', 'Yesterday' or 'Today'. If not provided, all dates will be searched.",0,,,
slack_conversations_search_messages,filter_date_during,Input,String,"Filter messages sent during a specific period in format 'YYYY-MM-DD'. Example: 'July', 'Yesterday' or 'Today'. If not provided, all dates will be searched.",0,,,
slack_conversations_search_messages,filter_in_channel,Input,String,"Filter messages in a specific channel by its ID or name. Example: 'C1234567890' or '#general'. If not provided, all channels will be searched.",0,,,
slack_conversations_search_messages,filter_threads_only,Input,Boolean,"If true, the response will include only messages from threads. Default is boolean false.",0,,,
slack_conversations_search_messages,filter_date_after,Input,String,"Filter messages sent after a specific date in format 'YYYY-MM-DD'. Example: '2023-10-01', 'July', 'Yesterday' or 'Today'. If not provided, all dates will be searched.",0,,,
twelvedata_GetTimeSeries,meta,Output,String,,0,,,
twelvedata_GetTimeSeries,params,Input,String,,1,,,
twelvedata_GetTimeSeries,values,Output,String,List of time series data points,0,,,
twelvedata_GetTimeSeries,status,Output,String,Response status,0,,,
twelvedata_GetPrice,params,Input,String,,1,,,
twelvedata_GetPrice,price,Output,String,Real-time or the latest available price,0,,,
twelvedata_GetQuote,previous_close,Output,String,Close price at the end of the previous bar,0,,,
twelvedata_GetQuote,is_market_open,Output,String,True if market is open; false if closed,0,,,
twelvedata_GetQuote,extended_timestamp,Output,String,Unix timestamp of the last extended price,0,,,
twelvedata_GetQuote,percent_change,Output,String,(Close - previous_close) / previous_close * 100,0,,,
twelvedata_GetQuote,fifty_two_week,Output,String,,0,,,
twelvedata_GetQuote,extended_percent_change,Output,String,Percent change in price between the regular close price and the latest extended price,0,,,
twelvedata_GetQuote,extended_change,Output,String,Diff between the regular close price and the latest extended price,0,,,
twelvedata_GetQuote,datetime,Output,String,Datetime in defined timezone referring to when the bar with specified interval was opened,0,,,
twelvedata_GetQuote,close,Output,String,Close price at the end of the bar,0,,,
twelvedata_GetQuote,params,Input,String,,1,,,
twelvedata_GetQuote,volume,Output,String,Trading volume during the bar,0,,,
twelvedata_GetQuote,rolling_1day_change,Output,String,"Percent change in price between the current and the backward one, where period is 1 day, available for crypto",0,,,
twelvedata_GetQuote,high,Output,String,Highest price which occurred during the current bar,0,,,
twelvedata_GetQuote,average_volume,Output,String,Average volume of the specified period,0,,,
twelvedata_GetQuote,timestamp,Output,String,Unix timestamp representing the opening candle of the specified interval,0,,,
twelvedata_GetQuote,low,Output,String,Lowest price which occurred during the current bar,0,,,
twelvedata_GetQuote,symbol,Output,String,Symbol passed,0,,,
twelvedata_GetQuote,mic_code,Output,String,Market identifier code (MIC) under ISO 10383 standard,0,,,
twelvedata_GetQuote,name,Output,String,Name of the instrument,0,,,
twelvedata_GetQuote,open,Output,String,Price at the opening of current bar,0,,,
twelvedata_GetQuote,last_quote_at,Output,String,Unix timestamp of last minute candle,0,,,
twelvedata_GetQuote,exchange,Output,String,Exchange where instrument is traded,0,,,
twelvedata_GetQuote,rolling_7day_change,Output,String,"Percent change in price between the current and the backward one, where period is 7 days, available for crypto",0,,,
twelvedata_GetQuote,extended_price,Output,String,Latest extended price,0,,,
twelvedata_GetQuote,rolling_period_change,Output,String,"Percent change in price between the current and the backward one, where period specified in request param rolling_period, available for crypto",0,,,
twelvedata_GetQuote,currency,Output,String,Currency in which the equity is denominated,0,,,
twelvedata_GetQuote,change,Output,String,Close - previous_close,0,,,
twelvedata_GetTimeSeriesRsi,meta,Output,String,,0,,,
twelvedata_GetTimeSeriesRsi,params,Input,String,,1,,,
twelvedata_GetTimeSeriesRsi,values,Output,String,Array of time series data points,0,,,
twelvedata_GetTimeSeriesRsi,status,Output,String,Response status,0,,,
twelvedata_GetTimeSeriesMacd,meta,Output,String,,0,,,
twelvedata_GetTimeSeriesMacd,params,Input,String,,1,,,
twelvedata_GetTimeSeriesMacd,values,Output,String,Array of time series data points,0,,,
twelvedata_GetTimeSeriesMacd,status,Output,String,Response status,0,,,
twelvedata_GetStocks,params,Input,String,,1,,,
twelvedata_GetStocks,data,Output,String,List of stock instruments,0,,,
twelvedata_GetStocks,status,Output,String,Response status,0,,,
twelvedata_GetTimeSeriesBBands,meta,Output,String,,0,,,
twelvedata_GetTimeSeriesBBands,params,Input,String,,1,,,
twelvedata_GetTimeSeriesBBands,values,Output,String,Array of time series data points,0,,,
twelvedata_GetTimeSeriesBBands,status,Output,String,Response status,0,,,
twelvedata_GetExchangeRate,symbol,Output,String,Requested currency symbol,0,,,
twelvedata_GetExchangeRate,params,Input,String,,1,,,
twelvedata_GetExchangeRate,rate,Output,String,Real-time exchange rate for the corresponding symbol,0,,,
twelvedata_GetExchangeRate,timestamp,Output,String,Unix timestamp of the rate,0,,,
twelvedata_GetTimeSeriesEma,meta,Output,String,,0,,,
twelvedata_GetTimeSeriesEma,params,Input,String,,1,,,
twelvedata_GetTimeSeriesEma,values,Output,String,Array of time series data points,0,,,
twelvedata_GetTimeSeriesEma,status,Output,String,Response status,0,,,
twelvedata_GetStatistics,params,Input,String,,1,,,
twelvedata_GetStatistics,meta,Output,String,,0,,,
twelvedata_GetStatistics,statistics,Output,String,,0,,,
twelvedata_GetProfile,industry,Output,String,Industry at which company operates,0,,,
twelvedata_GetProfile,description,Output,String,Description of the company activities,0,,,
twelvedata_GetProfile,params,Input,String,,1,,,
twelvedata_GetProfile,employees,Output,String,Number of employees in the company,0,,,
twelvedata_GetProfile,address,Output,String,Street address of the company if presented,0,,,
twelvedata_GetProfile,address2,Output,String,Secondary address of the company if presented,0,,,
twelvedata_GetProfile,state,Output,String,State of the company if presented,0,,,
twelvedata_GetProfile,symbol,Output,String,Ticker of the company,0,,,
twelvedata_GetProfile,mic_code,Output,String,Market Identifier Code (MIC) under ISO 10383 standard,0,,,
twelvedata_GetProfile,type,Output,String,Issue type of the stock,0,,,
twelvedata_GetProfile,name,Output,String,Name of the company,0,,,
twelvedata_GetProfile,website,Output,String,Website of the company,0,,,
twelvedata_GetProfile,country,Output,String,Country of the company if presented,0,,,
twelvedata_GetProfile,phone,Output,String,Phone number of the company if presented,0,,,
twelvedata_GetProfile,exchange,Output,String,Exchange name where the company is listed,0,,,
twelvedata_GetProfile,zip,Output,String,ZIP code of the company if presented,0,,,
twelvedata_GetProfile,CEO,Output,String,Name of the CEO of the company,0,,,
twelvedata_GetProfile,sector,Output,String,Sector at which the company operates,0,,,
twelvedata_GetProfile,city,Output,String,City of the company if presented,0,,,
twelvedata_GetMarketState,params,Input,String,,1,,,
twelvedata_GetSymbolSearch,params,Input,String,,1,,,
twelvedata_GetSymbolSearch,data,Output,String,List of symbols matching the search criteria,0,,,
twelvedata_GetSymbolSearch,status,Output,String,Status of the response,0,,,
twelvedata_GetEod,datetime,Output,String,Datetime in defined timezone referring to when the bar with specified interval was opened,0,,,
twelvedata_GetEod,close,Output,String,The most recent end of day close price,0,,,
twelvedata_GetEod,params,Input,String,,1,,,
twelvedata_GetEod,symbol,Output,String,Symbol passed,0,,,
twelvedata_GetEod,exchange,Output,String,Exchange where instrument is traded,0,,,
twelvedata_GetEod,mic_code,Output,String,Market identifier code (MIC) under ISO 10383 standard,0,,,
twelvedata_GetEod,currency,Output,String,Currency in which instrument is denominated,0,,,
twelvedata_GetTimeSeriesSma,meta,Output,String,,0,,,
twelvedata_GetTimeSeriesSma,params,Input,String,,1,,,
twelvedata_GetTimeSeriesSma,values,Output,String,Array of time series data points,0,,,
twelvedata_GetTimeSeriesSma,status,Output,String,Response status,0,,,
twelvedata_GetForexPairs,params,Input,String,,1,,,
twelvedata_GetForexPairs,data,Output,String,List of forex pairs,0,,,
twelvedata_GetForexPairs,status,Output,String,Response status,0,,,
twelvedata_GetTimeSeriesAtr,meta,Output,String,,0,,,
twelvedata_GetTimeSeriesAtr,params,Input,String,,1,,,
twelvedata_GetTimeSeriesAtr,values,Output,String,Array of time series data points,0,,,
twelvedata_GetTimeSeriesAtr,status,Output,String,Response status,0,,,
twelvedata_GetDividends,dividends,Output,String,List of dividends,0,,,
twelvedata_GetDividends,params,Input,String,,1,,,
twelvedata_GetDividends,meta,Output,String,,0,,,
twelvedata_GetCryptocurrencies,params,Input,String,,1,,,
twelvedata_GetCryptocurrencies,data,Output,String,List of cryptocurrencies,0,,,
twelvedata_GetCryptocurrencies,status,Output,String,Response status,0,,,
twelvedata_GetEarnings,meta,Output,String,,0,,,
twelvedata_GetEarnings,params,Input,String,,1,,,
twelvedata_GetEarnings,earnings,Output,String,List of earnings data,0,,,
twelvedata_GetEarnings,status,Output,String,Response status,0,,,
twelvedata_GetCurrencyConversion,amount,Output,String,Amount of converted currency,0,,,
twelvedata_GetCurrencyConversion,params,Input,String,,1,,,
twelvedata_GetCurrencyConversion,rate,Output,String,Real-time exchange rate for the corresponding symbol,0,,,
twelvedata_GetCurrencyConversion,symbol,Output,String,Requested currency symbol,0,,,
twelvedata_GetCurrencyConversion,timestamp,Output,String,Unix timestamp of the rate,0,,,
twelvedata_GetExchanges,params,Input,String,,1,,,
twelvedata_GetExchanges,data,Output,String,List of exchanges,0,,,
twelvedata_GetExchanges,status,Output,String,Response status,0,,,
twelvedata_GetSplits,params,Input,String,,1,,,
twelvedata_GetSplits,splits,Output,String,List of stock splits,0,,,
twelvedata_GetSplits,meta,Output,String,,0,,,
twelvedata_GetEarliestTimestamp,datetime,Output,String,"Earliest datetime, the format depends on interval",0,,,
twelvedata_GetEarliestTimestamp,params,Input,String,,1,,,
twelvedata_GetEarliestTimestamp,unix_time,Output,String,Datetime converted to UNIX timestamp,0,,,
twelvedata_GetEtf,params,Input,String,,1,,,
twelvedata_GetEtf,data,Output,String,List of ETFs,0,,,
twelvedata_GetEtf,status,Output,String,Response status,0,,,
twelvedata_GetCommodities,params,Input,String,,1,,,
twelvedata_GetCommodities,data,Output,String,List of commodities,0,,,
twelvedata_GetCommodities,status,Output,String,Response status,0,,,
twelvedata_GetFunds,result,Output,String,,0,,,
twelvedata_GetFunds,params,Input,String,,1,,,
twelvedata_GetFunds,status,Output,String,Status of the response,0,,,
twelvedata_GetIpoCalendar,params,Input,String,,1,,,
twelvedata_GetCryptocurrencyExchanges,params,Input,String,,1,,,
twelvedata_GetCryptocurrencyExchanges,data,Output,String,List of cryptocurrency exchanges,0,,,
twelvedata_GetCryptocurrencyExchanges,status,Output,String,Response status,0,,,
twelvedata_GetTimeSeriesCross,meta,Output,String,,0,,,
twelvedata_GetTimeSeriesCross,params,Input,String,,1,,,
twelvedata_GetTimeSeriesCross,values,Output,String,Array of time series data points,0,,,
twelvedata_GetCrossListings,result,Output,String,,0,,,
twelvedata_GetCrossListings,params,Input,String,,1,,,
twelvedata_GetTechnicalIndicators,params,Input,String,,1,,,
twelvedata_GetTechnicalIndicators,data,Output,String,Map of technical indicators available at Twelve Data API,0,,,
twelvedata_GetTechnicalIndicators,status,Output,String,Response status,0,,,
twelvedata_GetApiUsage,timestamp,Output,String,Current timestamp in UTC timezone,0,,,
twelvedata_GetApiUsage,params,Input,String,,1,,,
twelvedata_GetApiUsage,current_usage,Output,String,Number of requests made in last minute,0,,,
twelvedata_GetApiUsage,plan_limit,Output,String,Your personal API limit (requests/minute) depending on the plan,0,,,
twelvedata_GetLogo,params,Input,String,,1,,,
twelvedata_GetLogo,logo_base,Output,String,Link to download the base currency logo (for `forex` and `crypto` only),0,,,
twelvedata_GetLogo,url,Output,String,Link to download the logo (for stocks only),0,,,
twelvedata_GetLogo,logo_quote,Output,String,Link to download the quote currency logo (for `forex` and `crypto` only),0,,,
twelvedata_GetLogo,meta,Output,String,,0,,,
twelvedata_GetTimeSeriesAdx,meta,Output,String,,0,,,
twelvedata_GetTimeSeriesAdx,params,Input,String,,1,,,
twelvedata_GetTimeSeriesAdx,values,Output,String,Array of time series data points,0,,,
twelvedata_GetTimeSeriesAdx,status,Output,String,Response status,0,,,
weather_get_current_weather,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees. Example: '40.7128,-74.0060' for New York City. Must be within US boundaries including states, territories (PR, VI, AS, GU, MP), and coastal waters.",1,,,
weather_get_weather_forecast,days,Input,Number,"Number of days to forecast (1-7, default 7). Each day includes both day and night periods.",0,,,
weather_get_weather_forecast,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees. Example: '40.7128,-74.0060' for New York City. Must be within US boundaries including states, territories (PR, VI, AS, GU, MP), and coastal waters.",1,,,
weather_get_hourly_forecast,hours,Input,Number,"Number of hours to forecast (1-48, default 24). Provides temperature, conditions, and precipitation probability for each hour.",0,,,
weather_get_hourly_forecast,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees. Example: '40.7128,-74.0060' for New York City. Must be within US boundaries including states, territories (PR, VI, AS, GU, MP), and coastal waters.",1,,,
weather_get_weather_alerts,severity,Input,String,"Filter by alert severity: 'extreme' (life-threatening), 'severe' (significant threat), 'moderate' (possible threat), 'minor' (minimal threat), or 'all' (default - shows all active alerts).",0,,,
weather_get_weather_alerts,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees OR 2-letter state/territory code. Examples: '40.7128,-74.0060' for New York City, 'CA' for California, 'PR' for Puerto Rico. Valid state codes: AL, AK, AS, AR, AZ, CA, CO, CT, DE, DC, FL, GA, GU, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NV, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VT, VI, VA, WA, WV, WI, WY, MP, PW, FM, MH.",1,,,
weather_find_weather_stations,limit,Input,Number,"Maximum number of stations to return (1-20, default 10). Stations are returned ordered by distance from the specified location.",0,,,
weather_find_weather_stations,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees. Example: '40.7128,-74.0060' for New York City. Must be within US boundaries including states, territories (PR, VI, AS, GU, MP), and coastal waters.",1,,,
weather_get_local_time,location,Input,String,"US location as coordinates (lat,lng) in decimal degrees. Example: '40.7128,-74.0060' for New York City.",1,,,
weather-data_weather_current,q,Input,String,,1,,,
weather-data_weather_current,aqi,Input,String,,0,,,
weather-data_weather_forecast,days,Input,Integer,,0,,,
weather-data_weather_forecast,alerts,Input,String,,0,,,
weather-data_weather_forecast,q,Input,String,,1,,,
weather-data_weather_forecast,aqi,Input,String,,0,,,
weather-data_weather_history,dt,Input,String,,1,,,
weather-data_weather_history,q,Input,String,,1,,,
weather-data_weather_alerts,q,Input,String,,1,,,
weather-data_weather_airquality,q,Input,String,,1,,,
